,datetime,tempmin,temp,tempmax
0,2023-07-17,23.3,27.0,31.5
1,2023-07-18,22.2,25.5,28.9
2,2023-07-19,22.8,26.2,29.3
3,2023-07-20,21.5,23.6,25.7
4,2023-07-21,18.8,20.9,22.9
5,2023-07-22,18.3,21.6,25.1
6,2023-07-23,21.0,24.5,29.9
7,2023-07-24,21.0,25.3,29.3
